      2,814,712  GC Heap bytes
         42,257  GC Heap objects

   Object Bytes     Count  Type
             40        10  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IRadioButton,Microsoft.Maui.Handlers.IRadioButtonHandler>  [Module(0xb400007cb69374e0)]
             40        10  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IToolbar,Microsoft.Maui.Handlers.IToolbarHandler>  [Module(0xb400007cb69374e0)]
             40         9  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IWebView,Microsoft.Maui.Handlers.IWebViewHandler>  [Module(0xb400007cb69374e0)]
             40         9  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ISwipeView,Microsoft.Maui.Handlers.ISwipeViewHandler>  [Module(0xb400007cb69374e0)]
             40         8  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IWindow,Microsoft.Maui.Handlers.IWindowHandler>  [Module(0xb400007cb69374e0)]
             40         8  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IFlyoutView,Microsoft.Maui.Handlers.IFlyoutViewHandler>  [Module(0xb400007cb69374e0)]
             40         8  System.Lazy<Microsoft.Maui.Controls.NavigatingStepRequestList>  [Module(0xb400007cb6925060)]
             40         8  System.Lazy<System.Collections.Generic.List<Microsoft.Maui.Controls.Page>>  [Module(0xb400007cb6925060)]
             40         8  System.Char[]  [Module(0xb400007cb6925060)]
             40         7  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IImageButton,Microsoft.Maui.Handlers.IImageButtonHandler>  [Module(0xb400007cb69374e0)]
             40         6  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IStepper,Microsoft.Maui.Handlers.StepperHandler>  [Module(0xb400007cb69374e0)]
             40         6  Android.Views.View.IOnLayoutChangeListenerImplementor  [Module(0xb400007cb692d670)]
             40         5  System.Threading.LowLevelLock  [Module(0xb400007cb6925060)]
             40         5  Microsoft.Maui.Controls.Handlers.TabbedPageManager.Listeners  [Module(0xb400007cb692a5b0)]
             40         5  Microsoft.Maui.Platform.ViewFragment  [Module(0xb400007cb69374e0)]
             40         5  Microsoft.Maui.Controls.ElementCollection<Microsoft.Maui.Controls.Page>  [Module(0xb400007cb692a5b0)]
             40         5  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.TabbedPage>>  [Module(0xb400007cb6925060)]
             40         4  System.Runtime.CompilerServices.ConditionalWeakTable<System.Buffers.SharedArrayPoolThreadLocalArray[],System.Object>  [Module(0xb400007cb6925060)]
             40         4  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.Button>>  [Module(0xb400007cb6925060)]
             40         4  Microsoft.Maui.Handlers.ButtonHandler.ButtonClickListener  [Module(0xb400007cb69374e0)]
             40         4  Microsoft.Maui.Handlers.ButtonHandler.ButtonTouchListener  [Module(0xb400007cb69374e0)]
             40         4  Microsoft.Maui.ImageSourceServiceResultManager  [Module(0xb400007cb69374e0)]
             40         4  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IImage,Microsoft.Maui.Handlers.IImageHandler>  [Module(0xb400007cb69374e0)]
             40         4  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ICheckBox,Microsoft.Maui.Handlers.ICheckBoxHandler>  [Module(0xb400007cb69374e0)]
             40         4  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ITextButton,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             40         4  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IScrollView,Microsoft.Maui.Handlers.IScrollViewHandler>  [Module(0xb400007cb69374e0)]
             40         4  System.Threading.WaitSubsystem.WaitableObject[]  [Module(0xb400007cb6925060)]
             40         4  System.Threading.WaitSubsystem.ThreadWaitInfo.WaitedListNode[]  [Module(0xb400007cb6925060)]
             40         3  System.Threading.ThreadLocal.LinkedSlotVolatile<Java.Interop.JniEnvironmentInfo>[]  [Module(0xb400007cb6925060)]
             40         3  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ILayout,Microsoft.Maui.ILayoutHandler>  [Module(0xb400007cb69374e0)]
             40         3  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ISwitch,Microsoft.Maui.Handlers.ISwitchHandler>  [Module(0xb400007cb69374e0)]
             40         3  System.Gen2GcCallback  [Module(0xb400007cb6925060)]
             40         2  System.Threading.ThreadPoolWorkQueue.WorkStealingQueue  [Module(0xb400007cb6925060)]
             40         2  System.Collections.Concurrent.ConcurrentQueue<System.Object>  [Module(0xb400007cb6925060)]
             40         2  System.Lazy<System.String>  [Module(0xb400007cb6925060)]
             40         2  System.Lazy<System.Collections.Generic.KeyValuePair<System.Type,Java.Interop.JniValueMarshaler>[]>  [Module(0xb400007cb6925060)]
             40         2  Microsoft.Extensions.Configuration.Memory.MemoryConfigurationProvider  [Module(0xb400007cb6939970)]
             40         2  Microsoft.Maui.Diagnostics.IDiagnosticMetrics[]  [Module(0xb400007cb69374e0)]
             40         2  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IApplication,Microsoft.Maui.Handlers.ApplicationHandler>  [Module(0xb400007cb69374e0)]
             40         2  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IContentView,Microsoft.Maui.Handlers.IPageHandler>  [Module(0xb400007cb69374e0)]
             40         2  Microsoft.Maui.Platform.StepperHandlerHolder  [Module(0xb400007cb69374e0)]
             40         2  System.Globalization.CalendarId[]  [Module(0xb400007cb6925060)]
             40         1  Microsoft.Maui.ApplicationModel.PickVisualMediaForResult  [Module(0xb400007cb692fb00)]
             40         1  Microsoft.Maui.ApplicationModel.PickMultipleVisualMediaForResult  [Module(0xb400007cb692fb00)]
             40         1  System.Threading.ThreadLocal<Java.Interop.JniEnvironmentInfo>  [Module(0xb400007cb6925060)]
             40         1  Android.Runtime.AndroidTypeManager  [Module(0xb400007cb692d670)]
             40         1  System.Threading.ExecutionContext  [Module(0xb400007cb6925060)]
             40         1  Android.Views.View.IOnTouchListenerImplementor  [Module(0xb400007cb692d670)]
             40         1  System.Lazy<Microsoft.Maui.ApplicationModel.PickVisualMediaForResult>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<System.Type>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<Microsoft.Maui.ApplicationModel.PickMultipleVisualMediaForResult>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<Android.Content.PM.PackageInfo>  [Module(0xb400007cb6925060)]
             40         1  System.Runtime.CompilerServices.ConditionalWeakTable<System.Object,Microsoft.Maui.SourceInfo>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<System.Boolean>  [Module(0xb400007cb6925060)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<System.Reflection.MemberInfo,System.ComponentModel.TypeConverter>  [Module(0xb400007cb6952ba0)]
             40         1  System.Runtime.CompilerServices.ConditionalWeakTable<System.Type,Microsoft.Maui.Controls.ResourceDictionary>  [Module(0xb400007cb6925060)]
             40         1  System.Buffers.SharedArrayPool<Microsoft.Maui.IVisualTreeElement>  [Module(0xb400007cb6925060)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Maui.Hosting.IMauiHandlersCollection,Microsoft.Maui.Hosting.Internal.RegisteredHandlerServiceTypeSet>  [Module(0xb400007cb6952ba0)]
             40         1  System.Lazy<System.Collections.Generic.Dictionary<System.String,System.Type>>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.ScrollView>>  [Module(0xb400007cb6925060)]
             40         1  Microsoft.Maui.MauiAppCompatActivity.PredictiveBackCallback  [Module(0xb400007cb69374e0)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceDescriptor,System.Object>  [Module(0xb400007cb6952ba0)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<System.Type,System.Type>  [Module(0xb400007cb6952ba0)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,Microsoft.Extensions.DependencyInjection.ServiceProvider.ServiceAccessor>  [Module(0xb400007cb6952ba0)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey,Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite>  [Module(0xb400007cb6952ba0)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,System.Object>  [Module(0xb400007cb6952ba0)]
             40         1  Microsoft.Maui.Hosting.MauiAppBuilder.[]c__DisplayClass7_0  [Module(0xb400007cb69374e0)]
             40         1  System.Lazy<Microsoft.Extensions.Configuration.ConfigurationManager>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<Microsoft.Maui.Hosting.MauiHostEnvironment>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<Microsoft.Maui.Hosting.MauiMetricsBuilder>  [Module(0xb400007cb6925060)]
             40         1  Microsoft.Extensions.Configuration.ReferenceCountedProviderManager  [Module(0xb400007cb6939970)]
             40         1  System.Collections.Concurrent.ConcurrentDictionary<System.ValueTuple<System.String,Microsoft.Maui.FontWeight,System.Boolean>,Android.Graphics.Typeface>  [Module(0xb400007cb6952ba0)]
             40         1  Microsoft.Maui.Hosting.IMauiInitializeScopedService[]  [Module(0xb400007cb69374e0)]
             40         1  Microsoft.Maui.Controls.Platform.AlertManager.AlertRequestHelper  [Module(0xb400007cb692a5b0)]
             40         1  Microsoft.Maui.Graphics.Platform.PlatformCanvasStateService  [Module(0xb400007cb69468a0)]
             40         1  Microsoft.Maui.Handlers.ToolbarHandler.ProcessBackClick  [Module(0xb400007cb69374e0)]
             40         1  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.Switch>>  [Module(0xb400007cb6925060)]
             40         1  Microsoft.Maui.Handlers.SwitchHandler.CheckedChangeListener  [Module(0xb400007cb69374e0)]
             40         1  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.Stepper>>  [Module(0xb400007cb6925060)]
             40         1  Microsoft.Maui.Semantics  [Module(0xb400007cb69374e0)]
             40         1  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IContentView,Microsoft.Maui.Handlers.IContentViewHandler>  [Module(0xb400007cb69374e0)]
             40         1  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.Application>>  [Module(0xb400007cb6925060)]
             40         1  System.Lazy<Microsoft.Maui.Controls.Internals.IResourceDictionary>  [Module(0xb400007cb6925060)]
             40         1  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IImage,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             40         1  Microsoft.Maui.ApplicationModel.ActivityResultCallback<Android.Net.Uri>  [Module(0xb400007cb692fb00)]
             40         1  Microsoft.Maui.ApplicationModel.ActivityResultCallback<Android.Runtime.JavaList>  [Module(0xb400007cb692fb00)]
             40         1  System.Buffers.SharedArrayPool<System.Char>  [Module(0xb400007cb6925060)]
             40         1  System.IO.TextWriter.NullTextWriter  [Module(0xb400007cb6925060)]
             40         1  System.Buffers.SharedArrayPool<System.Byte>  [Module(0xb400007cb6925060)]
             40         1  System.Buffers.SharedArrayPool<System.Threading.Tasks.Task>  [Module(0xb400007cb6925060)]
             40         1  System.Runtime.CompilerServices.ConditionalWeakTable<System.Action,Java.Lang.Thread.RunnableImplementor>  [Module(0xb400007cb6925060)]
             32     1,805  Microsoft.Maui.Controls.SetterSpecificity[]  [Module(0xb400007cb692a5b0)]
             32     1,168  System.Int32[]  [Module(0xb400007cb6925060)]
             32       559  Android.Runtime.IdentityHashTargets  [Module(0xb400007cb692d670)]
             32       208  System.Collections.Generic.List<Microsoft.Maui.Controls.BindableObject>  [Module(0xb400007cb6925060)]
             32       189  System.LazyHelper  [Module(0xb400007cb6925060)]
             32       172  Java.Interop.JniPeerMembers.JniInstanceFields  [Module(0xb400007cb6922bd0)]
             32       172  Java.Interop.JniPeerMembers.JniStaticMethods  [Module(0xb400007cb6922bd0)]
             32       172  Java.Interop.JniPeerMembers.JniStaticFields  [Module(0xb400007cb6922bd0)]
             32       164  System.Collections.Generic.List<Microsoft.Maui.Controls.Setter>  [Module(0xb400007cb6925060)]
             32       162  System.Byte[]  [Module(0xb400007cb6925060)]
             32       158  Microsoft.Maui.Graphics.Color  [Module(0xb400007cb69468a0)]
             32       154  System.Reflection.RuntimeExceptionHandlingClause[]  [Module(0xb400007cb6925060)]
             32       154  System.Reflection.RuntimeLocalVariableInfo[]  [Module(0xb400007cb6925060)]
             32       139  System.Collections.Generic.List<Microsoft.Maui.Controls.Element>  [Module(0xb400007cb6925060)]
             32       126  System.Collections.Generic.List<Microsoft.Maui.Controls.IGestureRecognizer>  [Module(0xb400007cb6925060)]
             32       124  System.Collections.Generic.List<Microsoft.Maui.Controls.StateTriggerBase>  [Module(0xb400007cb6925060)]
             32       124  Microsoft.Maui.Controls.WatchAddList<Microsoft.Maui.Controls.StateTriggerBase>  [Module(0xb400007cb692a5b0)]
             32       119  System.Collections.Generic.List<Microsoft.Maui.Controls.VisualStateGroup>  [Module(0xb400007cb6925060)]
             32       119  Microsoft.Maui.Controls.WatchAddList<Microsoft.Maui.Controls.VisualStateGroup>  [Module(0xb400007cb692a5b0)]
             32       117  Microsoft.Maui.Controls.BindingBase[]  [Module(0xb400007cb692a5b0)]
             32       110  System.Reflection.MethodBase.InvokerArgFlags[]  [Module(0xb400007cb6925060)]
             32       108  Microsoft.Maui.Controls.BindableProperty[]  [Module(0xb400007cb692a5b0)]
             32       102  System.Collections.Generic.List<Microsoft.Maui.Controls.BindableProperty>  [Module(0xb400007cb6925060)]
             32       100  System.Collections.Generic.List<System.Action<System.Object,Microsoft.Maui.Controls.Internals.ResourcesChangedEventArgs>>  [Module(0xb400007cb6925060)]
             32        98  Microsoft.Maui.Controls.Element[]  [Module(0xb400007cb692a5b0)]
             32        95  Microsoft.Maui.Controls.Setter[]  [Module(0xb400007cb692a5b0)]
             32        58  Microsoft.Maui.Controls.VisualState[]  [Module(0xb400007cb692a5b0)]
             32        58  Microsoft.Maui.Controls.VisualStateGroup[]  [Module(0xb400007cb692a5b0)]
             32        57  System.Collections.Generic.List<Microsoft.Maui.Controls.VisualState>  [Module(0xb400007cb6925060)]
             32        57  Microsoft.Maui.Controls.WatchAddList<Microsoft.Maui.Controls.VisualState>  [Module(0xb400007cb692a5b0)]
             32        49  System.Collections.Generic.List<Microsoft.Maui.Controls.ToolbarItem>  [Module(0xb400007cb6925060)]
             32        37  System.Collections.Generic.List<Microsoft.Maui.Controls.MenuBarItem>  [Module(0xb400007cb6925060)]
             32        37  System.Collections.Generic.List<System.Action>  [Module(0xb400007cb6925060)]
             32        36  Microsoft.Maui.IView[]  [Module(0xb400007cb69374e0)]
             32        34  System.Collections.Generic.List<Microsoft.Maui.IView>  [Module(0xb400007cb6925060)]
             32        30  Microsoft.Maui.MauiContext.KeyedWrappedServiceProvider  [Module(0xb400007cb69374e0)]
             32        26  Microsoft.Extensions.DependencyInjection.ServiceProvider.ServiceAccessor  [Module(0xb400007cb6951340)]
             32        24  Java.Interop.JniFieldInfo  [Module(0xb400007cb6922bd0)]
             32        17  Android.Content.Res.ColorStateList  [Module(0xb400007cb692d670)]
             32        17  System.UriParser.BuiltInUriParser  [Module(0xb400007cb693e290)]
             32        17  Microsoft.Maui.SafeAreaEdges  [Module(0xb400007cb69374e0)]
             32        16  AndroidX.Navigation.Fragment.FragmentNavigator.Destination  [Module(0xb400007cb6969940)]
             32        16  AndroidX.Navigation.NavBackStackEntry  [Module(0xb400007cb696b1a0)]
             32        16  AndroidX.Navigation.Fragment.FragmentNavigator  [Module(0xb400007cb6969940)]
             32        16  AndroidX.Navigation.NavGraph  [Module(0xb400007cb696b1a0)]
             32        16  AndroidX.Navigation.NavGraphNavigator  [Module(0xb400007cb696b1a0)]
             32        16  Android.Graphics.Drawables.GradientDrawable  [Module(0xb400007cb692d670)]
             32        16  AndroidX.Navigation.NavigatorProvider  [Module(0xb400007cb696b1a0)]
             32        16  Microsoft.Maui.Layouts.VerticalStackLayoutManager  [Module(0xb400007cb69374e0)]
             32        15  AndroidX.AppCompat.View.Menu.MenuItemImpl  [Module(0xb400007cb69474d0)]
             32        15  Android.OS.Bundle  [Module(0xb400007cb692d670)]
             32        14  System.Collections.Generic.List<System.WeakReference<Microsoft.Maui.Controls.BindableObject>>  [Module(0xb400007cb6925060)]
             32        14  Microsoft.Maui.WeakList<Microsoft.Maui.Controls.BindableObject>  [Module(0xb400007cb69374e0)]
             32        13  System.Collections.Generic.List<System.String>  [Module(0xb400007cb6925060)]
             32        13  System.Action<Microsoft.Maui.IElementHandler,Microsoft.Maui.IElement>[]  [Module(0xb400007cb6925060)]
             32        13  System.WeakReference<Microsoft.Maui.Controls.BindableObject>[]  [Module(0xb400007cb6925060)]
             32        12  System.Collections.Generic.List<System.Action<Microsoft.Maui.IElementHandler,Microsoft.Maui.IElement>>  [Module(0xb400007cb6925060)]
             32        11  System.Collections.Generic.List<System.Delegate>  [Module(0xb400007cb6925060)]
             32        11  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.TabbedPage,Microsoft.Maui.Handlers.ITabbedViewHandler>  [Module(0xb400007cb69374e0)]
             32        11  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.Label,Microsoft.Maui.Handlers.ILabelHandler>  [Module(0xb400007cb69374e0)]
             32        10  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.IView,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             32         9  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.Toolbar,Microsoft.Maui.Handlers.IToolbarHandler>  [Module(0xb400007cb69374e0)]
             32         9  System.Buffers.SharedArrayPoolPartitions.Partition  [Module(0xb400007cb6925060)]
             32         8  Android.Graphics.Drawables.InsetDrawable  [Module(0xb400007cb692d670)]
             32         8  Android.Graphics.Drawables.LayerDrawable  [Module(0xb400007cb692d670)]
             32         8  Android.Graphics.Drawables.RippleDrawable  [Module(0xb400007cb692d670)]
             32         7  System.Collections.Generic.List<Microsoft.Maui.Controls.TriggerBase>  [Module(0xb400007cb6925060)]
             32         7  Android.Graphics.Drawables.ColorDrawable  [Module(0xb400007cb692d670)]
             32         7  System.Collections.Generic.List<Microsoft.Maui.Controls.Page>  [Module(0xb400007cb6925060)]
             32         7  System.Collections.Generic.List<Microsoft.Maui.Controls.Behavior>  [Module(0xb400007cb6925060)]
             32         7  System.Collections.Generic.List<System.WeakReference<Microsoft.Maui.Controls.Page>>  [Module(0xb400007cb6925060)]
             32         7  Microsoft.Maui.Controls.NavigationPage[]  [Module(0xb400007cb692a5b0)]
             32         6  System.Collections.Generic.List<Microsoft.Maui.Controls.NavigationPage>  [Module(0xb400007cb6925060)]
             32         6  System.Collections.Generic.List<Android.Views.IMenuItem>  [Module(0xb400007cb6925060)]
             32         6  System.Collections.Generic.List<Microsoft.Extensions.DependencyInjection.ServiceDescriptor>  [Module(0xb400007cb6925060)]
             32         6  AndroidX.Navigation.UI.AppBarConfiguration  [Module(0xb400007cb69706f0)]
             32         6  AndroidX.AppCompat.View.Menu.MenuBuilder  [Module(0xb400007cb69474d0)]
             32         6  AndroidX.Core.View.AccessibilityDelegateCompat  [Module(0xb400007cb6930730)]
             32         6  Microsoft.Maui.Controls.Platform.AdapterItemKey[]  [Module(0xb400007cb692a5b0)]
             32         5  System.Collections.Generic.List<Microsoft.Maui.Controls.Platform.AdapterItemKey>  [Module(0xb400007cb6925060)]
             32         5  AndroidX.Core.View.WindowInsetsCompat  [Module(0xb400007cb6930730)]
             32         5  Microsoft.Maui.Controls.IGestureRecognizer[]  [Module(0xb400007cb692a5b0)]
             32         5  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass0_0<Microsoft.Maui.IElement,Microsoft.Maui.IElementHandler>  [Module(0xb400007cb69374e0)]
             32         5  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.Button,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             32         5  Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.TabbedPage>  [Module(0xb400007cb692a5b0)]
             32         4  Android.Graphics.Paint  [Module(0xb400007cb692d670)]
             32         4  Android.Graphics.Rect  [Module(0xb400007cb692d670)]
             32         4  Android.Graphics.Typeface  [Module(0xb400007cb692d670)]
             32         4  Microsoft.Maui.IVisualTreeElement[]  [Module(0xb400007cb69374e0)]
             32         4  Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.Button>  [Module(0xb400007cb692a5b0)]
             32         4  Microsoft.Maui.Platform.MauiMaterialContextThemeWrapper  [Module(0xb400007cb69374e0)]
             32         4  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.WebView,Microsoft.Maui.Handlers.IWebViewHandler>  [Module(0xb400007cb69374e0)]
             32         3  Java.Lang.Class  [Module(0xb400007cb692d670)]
             32         3  AndroidX.Lifecycle.Lifecycle.State  [Module(0xb400007cb694e280)]
             32         3  Android.Views.LayoutInflaterInvoker  [Module(0xb400007cb692d670)]
             32         3  Microsoft.Maui.Controls.Internals.NameScope  [Module(0xb400007cb692a5b0)]
             32         3  Java.Lang.String  [Module(0xb400007cb692d670)]
             32         3  Microsoft.Win32.SafeHandles.SafeWaitHandle  [Module(0xb400007cb6925060)]
             32         3  System.Threading.ThreadInt64PersistentCounter.ThreadLocalNodeFinalizationHelper[]  [Module(0xb400007cb6925060)]
             32         3  Microsoft.Maui.Controls.Page[]  [Module(0xb400007cb692a5b0)]
             32         3  Java.Interop.JniNativeMethodRegistration[]  [Module(0xb400007cb6922bd0)]
             32         3  Microsoft.Maui.Controls.ResourceDictionary[]  [Module(0xb400007cb692a5b0)]
             32         3  Microsoft.Extensions.Configuration.ConfigurationReloadToken  [Module(0xb400007cb6939970)]
             32         3  Microsoft.Maui.Graphics.Size  [Module(0xb400007cb69468a0)]
             32         3  Microsoft.Maui.Graphics.Point  [Module(0xb400007cb69468a0)]
             32         3  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.Entry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             32         2  Android.Widget.LinearLayout.LayoutParams  [Module(0xb400007cb692d670)]
             32         2  System.Collections.Generic.List<System.Threading.ThreadInt64PersistentCounter.ThreadLocalNodeFinalizationHelper>  [Module(0xb400007cb6925060)]
             32         2  Android.Graphics.PorterDuff.Mode  [Module(0xb400007cb692d670)]
             32         2  Android.Graphics.Drawables.DrawableInvoker  [Module(0xb400007cb692d670)]
             32         2  AndroidX.Activity.Result.ActivityResultLauncherInvoker  [Module(0xb400007cb694fae0)]
             32         2  Android.Graphics.Canvas  [Module(0xb400007cb692d670)]
             32         2  System.Collections.Generic.List<Java.Interop.JniNativeMethodRegistration>  [Module(0xb400007cb6925060)]
             32         2  Android.Content.Res.Configuration  [Module(0xb400007cb692d670)]
             32         2  Android.Content.Res.Resources  [Module(0xb400007cb692d670)]
             32         2  Android.Text.TextPaint  [Module(0xb400007cb692d670)]
             32         2  System.Collections.Generic.List<System.Threading.TimerQueue>  [Module(0xb400007cb6925060)]
             32         2  Android.Graphics.Paint.Style  [Module(0xb400007cb692d670)]
             32         2  Android.Content.Res.Resources.Theme  [Module(0xb400007cb692d670)]
             32         2  System.Collections.Generic.List<Microsoft.Maui.Controls.ResourceDictionary>  [Module(0xb400007cb6925060)]
             32         2  System.Collections.Generic.KeyValuePair<System.String,System.Object>[]  [Module(0xb400007cb6925060)]
             32         2  Microsoft.Maui.Controls.Window[]  [Module(0xb400007cb692a5b0)]
             32         2  Microsoft.Maui.Controls.DependencyService.DependencyType[]  [Module(0xb400007cb692a5b0)]
             32         2  Microsoft.Extensions.Configuration.IConfigurationSource[]  [Module(0xb400007cb6938d40)]
             32         2  System.Collections.Generic.KeyValuePair<System.String,System.String>[]  [Module(0xb400007cb6925060)]
             32         2  System.WeakReference<Microsoft.Extensions.DependencyInjection.ServiceProvider>[]  [Module(0xb400007cb6925060)]
             32         2  System.WeakReference<System.Diagnostics.Tracing.EventSource>[]  [Module(0xb400007cb6925060)]
             32         2  System.WeakReference<System.Object>[]  [Module(0xb400007cb6925060)]
             32         2  Microsoft.Maui.Controls.NavigationStepRequest[]  [Module(0xb400007cb692a5b0)]
             32         2  System.IDisposable[]  [Module(0xb400007cb6925060)]
             32         2  System.Diagnostics.ActivitySource[]  [Module(0xb400007cb6975c40)]
             32         2  System.Func<System.Diagnostics.Tracing.EventSource>[]  [Module(0xb400007cb6925060)]
             32         2  Microsoft.Maui.Platform.ViewEntry[]  [Module(0xb400007cb69374e0)]
             32         2  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.SearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             32         2  System.Threading.CancellationTokenRegistration  [Module(0xb400007cb6925060)]
             32         2  System.Collections.Generic.Stack<System.Single>  [Module(0xb400007cb693d660)]
             32         2  Microsoft.Maui.Layouts.HorizontalStackLayoutManager  [Module(0xb400007cb69374e0)]
             32         2  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.IElement,Microsoft.Maui.IElementHandler>  [Module(0xb400007cb69374e0)]
             32         2  Microsoft.Maui.CommandMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.VisualElement,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             32         2  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.Editor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             32         2  System.TimeZoneInfo.AdjustmentRule[]  [Module(0xb400007cb6925060)]
             32         2  System.UInt64[]  [Module(0xb400007cb6925060)]
             32         2  System.Globalization.GregorianCalendar  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Hosting.HandlerMauiAppBuilderExtensions.HandlerRegistration>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<Microsoft.Maui.Controls.Window>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.Element>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<System.Collections.Generic.KeyValuePair<System.String,System.String>>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<System.Object>  [Module(0xb400007cb6925060)]
             32         1  AndroidX.CoordinatorLayout.Widget.CoordinatorLayout.LayoutParams  [Module(0xb400007cb6962b90)]
